Date,T2M,PRECTOT,RH2M,WS2M,ALLSKY_SFC_SW_DWN,TMAX,TMIN
2022-12-11,92.25,-2.72,2.55,2.42,0.05,-4.53,0.94
2022-12-12,83.06,-2.52,3.25,2.91,0.42,-4.27,0.92
2022-12-13,79.31,-2.83,4.93,3.2,0.0,-4.42,0.5
2022-12-14,85.69,-1.46,2.83,1.93,1.34,-3.38,1.06
2022-12-15,89.56,-3.04,4.19,3.17,0.03,-5.92,1.37
2022-12-16,95.94,-2.3,4.24,2.12,0.09,-4.52,2.36
2022-12-17,93.56,-5.17,3.53,1.7,0.07,-7.48,-0.46
2022-12-18,91.12,-2.97,2.67,3.88,6.3,-8.17,4.23
2022-12-19,99.06,5.04,2.3,4.61,1.84,3.24,7.48
2022-12-20,98.62,7.51,1.5,3.98,9.11,5.15,9.97
2022-12-21,97.12,8.47,2.58,3.73,6.31,5.44,10.74
2022-12-22,94.62,10.73,1.73,5.17,9.25,9.99,11.73
2022-12-23,94.31,11.62,1.73,4.7,5.13,9.65,14.56
2022-12-24,96.44,9.16,2.22,3.07,0.61,7.98,11.31
2022-12-25,93.81,9.74,2.49,3.62,2.38,7.61,12.7
2022-12-26,90.19,7.48,2.29,3.87,1.21,2.95,11.33
2022-12-27,91.06,5.01,4.54,3.51,0.13,2.75,8.94
2022-12-28,92.06,9.36,2.51,6.87,3.39,7.03,10.98
2022-12-29,87.75,8.47,3.6,5.29,1.78,4.75,11.33
2022-12-30,93.81,9.87,1.42,6.68,4.51,4.73,14.07
2022-12-31,82.19,12.98,3.08,7.13,0.58,10.84,15.65
2023-01-01,88.62,10.98,1.0,4.48,4.52,9.95,12.68
2023-01-02,91.75,8.74,2.58,3.14,5.81,4.61,11.68
2023-01-03,95.0,6.4,2.77,4.24,1.36,5.26,7.61
2023-01-04,93.25,10.73,1.28,6.18,2.07,8.12,12.95
2023-01-05,93.19,11.13,2.29,3.7,0.87,9.3,13.73
2023-01-06,92.5,9.69,2.87,4.21,0.22,7.8,12.33
2023-01-07,87.94,7.5,3.49,5.33,1.09,4.63,10.27
2023-01-08,92.06,7.94,3.9,5.05,4.04,5.37,10.43
2023-01-09,91.75,5.84,2.88,5.52,2.4,2.93,8.15
2023-01-10,95.75,6.63,1.58,5.18,3.45,3.05,10.93
2023-01-11,87.31,9.29,4.66,5.34,3.66,7.12,11.21
2023-01-12,91.19,9.4,2.17,6.92,1.99,7.25,11.14
2023-01-13,87.19,7.88,4.57,5.09,1.12,5.43,10.78
2023-01-14,92.88,9.14,1.2,6.72,12.42,5.39,12.04
2023-01-15,86.25,6.13,5.13,6.1,2.09,4.36,8.49
2023-01-16,91.44,4.11,2.26,6.1,9.07,0.39,6.12
2023-01-17,92.31,1.21,1.83,2.62,0.97,-1.38,4.87
2023-01-18,92.56,0.11,6.45,2.17,0.23,-4.13,4.67
2023-01-19,95.69,0.56,2.16,1.73,0.65,-1.6,3.49
2023-01-20,91.81,1.83,3.24,2.97,0.52,-2.2,5.93
2023-01-21,88.25,-0.1,4.79,4.08,0.12,-2.99,4.01
2023-01-22,86.75,-1.09,2.73,3.07,0.06,-3.09,2.53
2023-01-23,91.88,-0.56,2.18,3.33,0.06,-2.45,3.49
2023-01-24,92.44,0.08,2.1,2.87,0.07,-2.48,4.17
2023-01-25,92.75,-0.2,1.87,1.52,0.16,-1.93,2.44
2023-01-26,94.5,1.29,2.45,2.41,0.62,-1.22,3.87
2023-01-27,89.38,2.98,2.17,4.23,0.14,1.01,5.76
2023-01-28,88.5,0.35,3.57,2.87,0.05,-3.35,4.37
2023-01-29,86.88,0.9,6.21,1.68,0.08,-2.96,5.1
2023-01-30,93.69,3.28,2.93,3.16,0.47,-0.27,8.86
2023-01-31,93.56,3.59,4.88,3.32,0.19,-1.38,7.43
2023-02-01,87.06,6.06,4.43,4.13,0.06,3.97,9.59
2023-02-02,87.19,6.43,3.13,3.76,0.1,3.56,11.19
2023-02-03,94.81,6.89,3.54,3.55,0.31,4.54,10.02
2023-02-04,90.44,7.43,3.39,1.93,0.32,4.99,11.66
2023-02-05,85.44,5.15,5.94,3.59,0.23,1.9,9.46
2023-02-06,86.31,2.57,9.1,3.39,0.1,-1.03,7.64
2023-02-07,83.81,0.54,9.58,2.82,0.04,-3.76,6.3
2023-02-08,78.0,-0.97,9.97,1.92,0.0,-4.49,6.37
2023-02-09,70.31,1.01,8.96,0.93,0.01,-4.3,6.67
2023-02-10,88.81,3.19,6.21,1.69,0.1,0.08,9.04
2023-02-11,93.75,3.49,8.86,1.02,0.07,-0.14,8.72
2023-02-12,89.44,4.5,5.32,2.07,0.06,0.63,9.94
2023-02-13,86.75,4.37,10.13,1.98,0.06,0.76,11.49
2023-02-14,87.19,4.41,10.53,1.47,0.0,-0.93,12.9
2023-02-15,88.75,4.74,8.22,2.02,0.03,0.12,11.9
2023-02-16,88.12,7.47,7.2,3.74,0.24,2.47,12.7
2023-02-17,90.12,11.39,3.29,4.12,0.23,8.49,16.63
2023-02-18,86.38,9.84,4.71,4.51,0.29,8.4,12.65
2023-02-19,83.44,9.19,6.19,2.86,0.13,4.3,13.72
2023-02-20,86.94,6.65,11.69,1.78,0.03,2.99,12.37
2023-02-21,85.56,7.2,10.94,1.5,0.07,2.59,14.28
2023-02-22,94.94,7.86,2.23,1.95,0.82,5.92,11.29
2023-02-23,92.19,7.3,5.85,2.25,0.48,5.71,10.81
2023-02-24,84.5,6.3,5.55,2.76,0.07,3.47,11.34
2023-02-25,77.75,4.29,8.05,4.01,0.08,-0.41,8.55
2023-02-26,70.06,0.34,11.78,5.46,0.0,-3.27,4.77
2023-02-27,71.56,0.4,13.9,4.91,0.0,-4.11,6.61
2023-02-28,76.06,-0.0,11.37,3.56,0.0,-3.38,5.24
2023-03-01,79.0,0.57,13.03,3.22,0.0,-3.84,7.38
2023-03-02,83.19,2.25,12.37,2.49,0.0,-3.52,9.92
2023-03-03,81.88,2.23,13.06,2.99,0.05,-1.49,9.37
2023-03-04,83.56,3.14,7.12,2.7,0.08,-1.4,8.78
2023-03-05,80.19,4.37,4.44,1.31,0.34,1.03,8.83
2023-03-06,79.44,4.45,5.83,2.41,0.17,-0.24,8.48
2023-03-07,82.38,4.51,8.82,3.95,3.91,0.62,8.24
2023-03-08,86.31,9.96,5.38,6.16,11.2,3.79,15.86
2023-03-09,85.5,11.25,7.56,6.61,8.44,8.57,14.23
2023-03-10,81.56,6.7,5.5,6.55,5.43,1.74,10.36
2023-03-11,74.25,4.94,10.58,1.84,0.73,-0.9,9.55
2023-03-12,82.25,11.05,9.65,4.92,2.08,7.47,15.2
2023-03-13,80.5,13.02,4.71,7.16,0.94,9.64,17.46
2023-03-14,76.88,7.58,10.63,5.23,2.98,1.96,10.8
2023-03-15,78.06,6.13,13.47,1.84,0.07,1.68,11.46
2023-03-16,68.56,8.86,13.31,4.01,0.0,2.29,15.8
2023-03-17,84.12,10.76,9.44,3.43,0.63,7.92,14.1
2023-03-18,84.38,10.8,13.57,3.88,2.64,7.41,16.15
2023-03-19,84.62,8.74,7.29,2.41,2.51,4.56,12.62
2023-03-20,80.5,8.2,13.18,2.41,0.15,1.26,14.98
2023-03-21,82.19,10.64,10.07,3.47,0.33,6.76,15.85
2023-03-22,85.44,10.05,8.12,5.4,1.33,6.15,13.31
2023-03-23,82.44,12.6,10.04,5.96,4.76,9.68,15.53
2023-03-24,75.94,11.73,15.12,6.45,2.12,7.49,15.82
2023-03-25,76.88,10.25,12.49,5.71,0.65,7.67,13.76
2023-03-26,82.44,8.6,10.69,5.16,6.18,3.86,11.01
2023-03-27,71.81,5.11,13.47,2.62,0.08,0.69,10.8
2023-03-28,66.75,6.55,10.4,3.12,0.2,0.13,12.19
2023-03-29,80.62,12.44,12.7,3.46,0.19,7.9,16.95
2023-03-30,79.0,12.94,13.9,5.42,4.89,10.37,16.7
2023-03-31,75.44,11.91,11.38,8.27,2.74,9.64,14.3
2023-04-01,81.69,10.37,12.8,5.87,4.62,7.26,13.58
2023-04-02,81.81,8.13,3.79,4.43,0.6,4.77,11.82
2023-04-03,70.12,6.84,18.8,3.59,0.03,1.73,12.68
2023-04-04,67.5,4.7,22.35,2.55,0.0,-2.06,11.94
2023-04-05,63.06,7.9,21.88,0.88,0.0,-0.09,14.76
2023-04-06,81.25,8.69,8.85,2.69,1.28,4.53,14.33
2023-04-07,79.0,8.49,15.35,2.52,0.2,3.99,13.7
2023-04-08,79.12,8.25,19.94,2.05,0.03,3.25,15.28
2023-04-09,75.69,10.68,20.47,1.88,0.02,3.23,17.75
2023-04-10,79.5,11.69,9.11,3.98,6.08,7.04,17.3
2023-04-11,81.31,9.78,12.82,4.32,8.73,7.5,13.77
2023-04-12,69.94,9.91,16.31,6.09,8.02,7.42,12.72
2023-04-13,73.56,8.67,18.73,3.98,1.31,5.8,12.05
2023-04-14,86.62,7.05,8.53,3.4,2.83,4.06,9.26
2023-04-15,84.25,8.75,9.67,3.02,7.68,3.73,13.6
2023-04-16,74.88,8.9,16.69,2.95,0.04,3.55,15.85
2023-04-17,82.0,9.37,11.73,3.12,0.11,4.2,14.82
2023-04-18,75.88,10.76,16.91,3.88,0.19,5.4,16.05
2023-04-19,75.25,12.23,21.58,3.84,0.09,6.54,18.21
2023-04-20,75.0,7.49,16.56,3.34,0.27,3.0,12.55
2023-04-21,74.19,8.51,16.97,1.36,0.39,2.77,14.76
2023-04-22,86.0,10.57,10.25,2.63,5.84,5.55,15.21
2023-04-23,87.81,9.83,9.12,3.99,5.42,6.82,14.14
2023-04-24,80.88,10.29,12.33,3.09,3.6,6.9,13.98
2023-04-25,78.06,8.26,11.97,2.29,0.62,4.84,13.05
2023-04-26,70.5,9.48,15.63,1.75,0.19,2.64,15.19
2023-04-27,75.69,12.69,18.02,2.33,3.52,6.52,17.8
2023-04-28,84.44,15.73,14.49,3.33,5.25,9.69,21.23
2023-04-29,78.81,12.04,10.85,2.15,0.04,7.26,17.44
2023-04-30,73.94,12.69,16.94,1.65,0.02,6.72,17.37
2023-05-01,80.25,12.12,16.05,2.28,3.07,7.29,16.03
2023-05-02,77.31,12.4,21.08,1.92,0.11,6.26,18.44
2023-05-03,70.25,12.94,26.61,3.26,0.0,4.8,20.05
2023-05-04,76.94,15.28,20.12,3.27,0.54,7.96,22.61
2023-05-05,82.25,14.26,16.1,2.41,3.88,9.02,19.45
2023-05-06,83.75,15.33,17.93,1.53,4.07,9.84,20.48
2023-05-07,88.25,15.0,11.68,1.57,15.06,10.57,18.97
2023-05-08,83.25,14.77,14.86,1.51,0.22,9.0,20.2
2023-05-09,89.88,13.7,8.38,2.8,15.0,12.09,17.06
2023-05-10,85.38,12.83,12.62,3.17,7.1,9.9,16.09
2023-05-11,81.38,12.18,14.7,1.66,1.15,7.32,15.84
2023-05-12,85.69,12.33,11.43,3.04,1.46,9.02,15.46
2023-05-13,79.19,14.65,20.46,3.33,1.35,9.03,20.66
2023-05-14,80.38,13.24,13.28,2.55,0.52,7.73,19.47
2023-05-15,83.56,11.69,13.46,2.56,1.91,6.89,17.84
2023-05-16,70.44,11.03,24.77,3.89,0.0,5.22,16.55
2023-05-17,73.44,11.83,22.57,3.27,0.02,4.98,17.33
2023-05-18,69.94,11.79,23.18,3.0,0.0,6.25,17.88
2023-05-19,69.94,13.24,25.5,3.38,0.0,5.91,19.69
2023-05-20,73.25,15.15,19.68,3.84,0.02,8.12,20.36
2023-05-21,77.44,16.55,22.16,3.61,0.03,11.37,22.13
2023-05-22,78.0,16.17,19.67,2.95,0.03,10.32,22.36
2023-05-23,71.94,14.22,10.69,4.0,0.05,8.47,20.0
2023-05-24,66.5,13.45,27.85,3.68,0.0,6.15,19.37
2023-05-25,68.94,15.05,28.69,3.91,0.02,8.85,21.22
2023-05-26,71.06,15.68,28.55,3.55,0.03,8.84,22.3
2023-05-27,71.31,16.81,27.01,2.88,0.0,8.87,23.85
2023-05-28,68.25,18.31,27.5,3.45,0.04,11.03,25.04
2023-05-29,69.75,17.22,28.8,4.93,0.01,10.82,23.61
2023-05-30,62.44,16.06,26.84,4.66,0.0,9.3,22.19
2023-05-31,67.12,18.3,29.06,4.01,0.02,10.72,25.13
2023-06-01,70.69,18.64,29.16,3.85,0.05,11.73,25.81
2023-06-02,68.0,14.62,26.92,3.94,0.02,8.53,20.74
2023-06-03,66.88,17.15,28.73,3.51,0.03,9.46,23.6
2023-06-04,59.0,18.03,28.79,3.79,0.0,10.35,24.61
2023-06-05,64.81,18.23,28.09,3.64,0.03,10.59,25.19
2023-06-06,66.44,18.65,27.01,3.31,0.02,10.5,26.15
2023-06-07,67.88,19.85,25.97,3.21,0.05,12.28,26.83
2023-06-08,69.31,20.68,27.62,2.72,0.06,13.33,26.61
2023-06-09,62.88,22.41,24.51,2.94,0.19,14.67,29.13
2023-06-10,66.88,23.19,21.43,1.46,1.28,16.97,28.26
2023-06-11,70.38,22.53,18.2,1.18,4.79,17.76,27.55
2023-06-12,70.25,21.9,22.71,1.92,1.86,15.9,28.44
2023-06-13,58.31,22.01,28.94,2.32,0.03,15.88,28.22
2023-06-14,54.06,21.09,29.61,1.92,0.0,12.69,28.08
2023-06-15,57.62,21.05,26.91,1.72,0.0,13.31,27.48
2023-06-16,53.19,22.18,25.21,1.27,0.0,14.0,28.46
2023-06-17,59.38,22.99,18.86,1.74,0.82,17.3,28.23
2023-06-18,79.31,21.69,17.67,2.82,13.72,16.19,25.83
2023-06-19,79.19,20.0,15.38,1.49,7.32,14.58,25.31
2023-06-20,83.44,20.98,16.01,2.29,1.48,16.69,25.99
2023-06-21,71.38,22.1,21.82,1.25,0.38,16.5,27.65
2023-06-22,84.12,18.86,10.15,2.98,10.32,14.65,22.33
2023-06-23,68.88,20.93,26.77,1.38,0.11,12.69,26.94
2023-06-24,65.94,22.01,29.29,1.04,0.0,14.27,28.3
2023-06-25,61.81,24.02,30.2,2.55,0.0,15.69,30.9
2023-06-26,63.25,19.3,24.62,2.89,0.0,15.06,24.06
2023-06-27,65.0,19.2,23.59,1.56,0.0,12.58,24.87
2023-06-28,63.25,20.92,22.75,0.77,0.0,14.22,26.82
2023-06-29,72.12,20.69,12.1,1.87,1.17,16.01,26.11
2023-06-30,61.0,19.06,22.14,2.71,0.15,12.86,24.26
2023-07-01,70.94,19.23,17.13,4.1,3.22,14.55,23.97
2023-07-02,61.94,18.88,22.19,3.45,0.02,12.42,24.46
2023-07-03,63.62,18.84,21.02,3.02,0.49,13.26,24.65
2023-07-04,71.38,18.68,19.36,2.88,5.0,13.82,22.69
2023-07-05,69.88,16.72,20.69,4.01,3.79,11.65,21.6
2023-07-06,57.38,19.44,27.36,0.98,0.0,12.12,25.77
2023-07-07,55.31,23.14,23.15,2.23,0.04,13.84,30.51
2023-07-08,64.06,25.26,26.61,1.94,0.39,18.15,31.28
2023-07-09,82.75,21.57,16.11,1.75,6.51,18.1,24.74
2023-07-10,62.81,22.33,25.47,1.68,0.06,16.94,27.17
2023-07-11,56.69,23.54,24.89,2.61,0.08,15.99,30.25
2023-07-12,62.56,20.05,23.5,3.05,0.46,14.83,25.12
2023-07-13,63.81,19.36,19.2,2.2,0.34,13.08,24.48
2023-07-14,53.62,22.29,25.47,3.25,0.01,14.2,29.57
2023-07-15,60.94,21.42,13.46,4.72,1.06,16.18,26.04
2023-07-16,58.56,19.65,23.08,4.09,0.15,14.33,24.9
2023-07-17,60.56,19.1,24.39,2.56,0.26,12.48,25.07
2023-07-18,56.31,21.69,24.08,1.23,0.0,12.82,28.77
2023-07-19,61.0,20.33,21.69,3.0,0.0,14.87,25.73
2023-07-20,65.25,19.54,22.38,1.48,0.32,12.37,25.73
2023-07-21,60.19,18.9,19.84,2.45,0.82,13.63,25.04
2023-07-22,54.19,19.52,22.89,3.03,0.0,12.6,25.29
2023-07-23,71.88,19.13,13.01,4.26,3.85,15.52,23.62
2023-07-24,74.12,19.53,16.59,3.21,10.9,15.45,24.01
2023-07-25,72.94,16.51,13.39,2.8,8.79,11.91,20.6
2023-07-26,67.88,17.9,21.23,2.49,0.43,10.55,23.2
2023-07-27,78.25,19.97,13.01,4.1,5.59,15.87,24.26
2023-07-28,84.56,20.6,10.64,3.13,13.19,17.31,25.8
2023-07-29,78.31,20.01,15.93,3.18,6.46,14.92,25.49
2023-07-30,68.31,19.3,19.52,3.35,0.5,14.68,24.7
2023-07-31,77.94,19.04,12.28,5.3,12.81,15.11,22.87
2023-08-01,77.69,18.94,17.72,4.34,6.37,14.98,22.26
2023-08-02,76.5,19.57,17.03,7.36,15.4,15.98,23.71
2023-08-03,85.81,16.9,10.92,3.68,8.41,13.69,20.28
2023-08-04,78.75,17.13,17.08,1.83,1.39,12.37,21.66
2023-08-05,79.5,15.9,11.37,4.62,2.23,10.81,20.3
2023-08-06,69.5,16.12,17.89,4.82,0.61,12.3,21.02
2023-08-07,71.69,16.85,20.18,2.31,0.07,10.4,22.52
2023-08-08,71.69,17.8,18.42,2.22,0.01,11.42,23.75
2023-08-09,77.5,19.44,14.98,1.85,0.25,14.07,24.27
2023-08-10,69.44,21.14,19.13,1.51,0.01,13.68,27.12
2023-08-11,76.75,22.25,19.06,1.91,7.68,16.58,27.33
2023-08-12,76.19,21.19,16.26,2.48,5.79,15.94,26.06
2023-08-13,67.19,19.25,19.14,2.05,0.03,14.57,24.8
2023-08-14,68.06,21.26,15.92,2.52,0.64,15.05,28.42
2023-08-15,73.81,20.93,16.48,1.95,0.42,16.12,26.14
2023-08-16,72.19,20.74,15.46,2.16,0.02,14.61,26.93
2023-08-17,75.75,22.06,21.31,2.3,0.26,17.9,28.19
2023-08-18,70.94,24.07,15.54,2.26,0.81,16.91,31.69
2023-08-19,70.88,23.52,12.73,2.27,0.35,20.05,27.92
2023-08-20,67.12,23.71,22.12,1.62,0.03,18.09,30.05
2023-08-21,65.88,21.86,23.57,1.65,0.01,15.19,28.75
2023-08-22,63.38,23.62,21.54,1.47,0.0,16.09,30.71
2023-08-23,64.56,24.41,18.81,1.55,0.01,16.31,31.83
2023-08-24,75.44,22.15,8.56,2.36,8.33,19.7,25.54
2023-08-25,75.06,20.3,8.91,2.48,0.62,14.08,24.73
2023-08-26,68.5,17.5,17.57,2.63,0.74,12.15,22.83
2023-08-27,72.75,16.41,17.9,2.58,0.46,11.18,22.21
2023-08-28,73.5,16.39,13.86,2.11,0.57,10.94,22.08
2023-08-29,70.88,16.6,15.11,1.31,0.1,10.17,21.81
2023-08-30,70.94,15.96,12.55,2.78,0.49,11.52,21.09
2023-08-31,81.0,15.9,9.48,2.56,5.25,11.05,20.33
2023-09-01,81.88,19.16,12.16,3.07,2.96,15.65,24.01
2023-09-02,71.19,21.34,19.89,1.8,0.09,15.3,28.84
2023-09-03,69.62,22.8,19.27,2.73,0.02,16.21,30.4
2023-09-04,61.69,22.06,20.19,3.09,0.01,14.9,30.07
2023-09-05,57.25,24.62,19.18,2.03,0.0,15.44,32.96
2023-09-06,57.56,24.09,20.59,1.67,0.0,17.6,32.57
2023-09-07,57.06,23.51,20.47,1.44,0.01,14.16,32.19
2023-09-08,50.19,26.4,19.65,1.35,0.0,18.98,34.05
2023-09-09,54.19,25.95,19.67,1.9,0.0,19.15,33.6
2023-09-10,50.12,26.43,19.11,2.11,0.0,18.86,33.96
2023-09-11,69.19,23.63,13.8,2.05,0.7,18.64,29.78
2023-09-12,89.69,19.28,5.8,1.2,11.87,16.64,23.12
2023-09-13,78.62,19.22,10.32,1.51,0.43,14.83,24.25
2023-09-14,74.62,18.69,15.41,0.98,0.05,13.6,24.1
2023-09-15,65.06,20.12,18.44,2.09,0.0,13.2,27.39
2023-09-16,72.31,20.52,12.13,1.7,0.05,14.12,27.0
2023-09-17,80.44,20.55,12.33,1.76,2.55,15.8,26.2
2023-09-18,76.62,19.06,14.87,4.1,6.49,14.18,23.37
2023-09-19,72.94,17.33,13.77,4.03,0.03,12.01,23.11
2023-09-20,69.31,19.76,15.35,4.63,0.07,15.21,25.23
2023-09-21,84.31,16.33,4.66,3.7,22.77,12.2,18.58
2023-09-22,83.06,13.12,11.66,3.23,5.39,10.48,16.74
2023-09-23,75.94,13.44,13.94,2.03,0.19,8.58,18.8
2023-09-24,67.06,14.12,17.35,2.5,0.0,7.37,21.31
2023-09-25,69.88,16.14,15.67,1.7,0.01,9.13,23.55
2023-09-26,70.62,16.47,13.93,1.88,0.0,12.17,22.71
2023-09-27,72.75,18.07,13.38,2.43,0.05,12.35,25.7
2023-09-28,81.94,17.8,12.87,2.24,0.05,12.42,22.5
2023-09-29,78.25,17.58,9.58,3.43,0.24,11.76,22.69
2023-09-30,79.19,15.23,12.95,1.22,0.05,9.67,21.87
2023-10-01,71.62,18.1,15.25,2.07,0.01,11.25,26.01
2023-10-02,67.12,19.42,14.65,2.36,0.03,11.75,27.79
2023-10-03,76.56,16.75,8.92,3.71,2.61,10.26,20.15
2023-10-04,77.94,13.51,12.06,1.69,0.09,9.49,19.46
2023-10-05,72.88,13.65,11.11,1.14,0.03,8.25,20.18
2023-10-06,66.5,13.94,14.32,1.53,0.03,7.33,21.68
2023-10-07,70.5,15.9,13.59,1.76,0.01,9.1,24.11
2023-10-08,66.56,17.96,13.48,1.41,0.03,12.55,25.89
2023-10-09,67.06,18.01,12.94,1.06,0.06,12.82,25.26
2023-10-10,65.06,18.14,12.58,1.74,0.0,11.98,26.65
2023-10-11,69.44,17.69,12.54,2.76,0.0,11.07,25.08
2023-10-12,85.31,18.08,7.18,2.91,2.01,14.17,23.1
2023-10-13,74.94,18.87,8.88,5.7,0.74,13.76,24.49
2023-10-14,73.31,12.59,7.63,2.97,0.58,7.26,16.8
2023-10-15,70.31,9.23,11.78,2.31,0.04,5.35,14.46
2023-10-16,69.06,7.96,10.51,3.72,0.0,4.58,12.98
2023-10-17,75.75,10.24,10.25,3.37,0.03,4.24,17.74
2023-10-18,89.31,14.62,4.2,5.02,5.2,10.04,18.66
2023-10-19,85.5,16.62,9.57,3.76,6.13,12.77,22.08
2023-10-20,88.62,14.8,7.25,2.48,7.92,12.52,18.96
2023-10-21,83.38,12.73,7.35,6.88,6.57,10.11,16.19
2023-10-22,83.19,12.02,8.27,3.34,0.98,8.02,16.68
2023-10-23,93.69,9.77,2.52,2.91,7.32,7.4,12.04
2023-10-24,82.5,11.94,9.15,3.05,2.95,9.29,16.42
2023-10-25,88.5,12.52,4.41,3.99,8.94,9.26,15.81
2023-10-26,94.44,11.83,5.12,2.82,16.18,9.18,13.78
2023-10-27,91.62,11.34,6.4,3.88,3.81,8.88,15.53
2023-10-28,90.0,12.48,4.44,6.12,9.93,9.7,14.83
2023-10-29,83.94,12.77,5.13,5.5,1.57,9.61,16.55
2023-10-30,96.62,10.33,2.22,2.77,7.74,7.31,13.53
2023-10-31,88.5,11.44,5.16,3.66,1.2,7.23,15.4
2023-11-01,89.44,11.08,3.96,5.24,3.81,9.5,13.88
2023-11-02,75.31,10.84,7.44,9.21,3.05,6.63,12.95
2023-11-03,89.38,7.51,5.17,4.3,0.24,4.94,11.33
2023-11-04,87.12,10.54,4.63,6.75,10.32,7.58,14.65
2023-11-05,84.06,11.19,4.96,6.23,3.34,8.09,14.37
2023-11-06,87.5,9.87,6.72,4.29,1.79,7.32,13.54
2023-11-07,87.81,8.51,7.55,4.23,0.71,6.42,12.41
2023-11-08,87.94,8.72,5.67,5.31,9.85,6.37,11.67
2023-11-09,88.88,9.08,5.17,4.96,3.1,6.64,11.95
2023-11-10,90.62,8.06,4.81,5.55,2.94,6.19,10.72
2023-11-11,89.94,7.46,5.72,2.56,0.63,5.58,12.11
2023-11-12,95.31,9.05,2.9,3.36,8.37,5.55,12.94
2023-11-13,93.06,13.39,1.9,5.54,6.58,10.06,17.26
2023-11-14,91.31,11.06,1.78,5.04,2.67,8.57,14.4
2023-11-15,89.0,10.09,5.4,3.55,0.52,7.82,13.72
2023-11-16,95.81,8.19,2.11,3.54,14.25,6.31,11.07
2023-11-17,90.56,7.87,5.44,2.6,1.41,5.0,12.39
2023-11-18,94.38,9.43,1.39,4.62,16.13,6.7,13.0
2023-11-19,87.31,12.12,6.26,4.77,0.31,9.33,15.31
2023-11-20,90.62,9.66,4.35,4.48,1.78,8.12,12.19
2023-11-21,95.06,9.3,3.36,2.63,1.33,6.77,12.07
2023-11-22,82.94,6.12,6.21,2.49,0.05,3.46,9.24
2023-11-23,95.88,8.9,3.48,2.55,0.33,4.35,12.42
2023-11-24,82.62,6.93,3.12,3.82,0.18,2.08,10.25
2023-11-25,87.81,2.96,5.83,2.83,0.03,-0.82,8.12
2023-11-26,92.31,1.92,4.41,2.05,0.04,-1.13,5.5
2023-11-27,94.31,4.65,1.11,4.38,10.53,2.24,7.83
2023-11-28,86.38,3.17,3.54,2.38,0.32,0.27,5.83
2023-11-29,97.19,2.72,4.18,1.91,0.51,0.94,6.65
2023-11-30,90.88,1.84,4.96,1.94,0.7,-0.45,4.95
2023-12-01,91.88,0.15,2.44,2.68,0.07,-2.18,4.12
2023-12-02,92.5,-1.49,4.74,1.8,0.03,-4.67,3.1
2023-12-03,82.44,-0.83,2.63,4.08,0.26,-3.52,2.46
2023-12-04,90.88,3.59,2.42,5.44,12.33,-0.35,7.01
2023-12-05,95.06,5.76,1.79,4.48,5.96,4.34,7.3
2023-12-06,93.0,3.6,3.77,1.31,0.08,1.36,7.87
2023-12-07,90.88,3.05,2.1,4.08,6.9,1.53,4.87
2023-12-08,97.88,6.32,2.56,2.7,0.91,3.92,8.76
2023-12-09,94.06,8.69,1.31,6.35,16.83,5.61,14.08
2023-12-10,93.88,9.68,2.57,5.8,2.59,7.18,12.2
2023-12-11,93.62,10.19,3.33,3.77,0.55,8.12,12.6
2023-12-12,93.5,9.94,2.45,3.88,1.74,7.54,13.13
2023-12-13,94.81,7.58,2.56,3.49,1.93,6.49,9.96
2023-12-14,92.25,6.59,2.02,2.91,0.87,4.83,7.97
2023-12-15,92.94,6.96,2.5,1.2,0.69,5.23,10.39
2023-12-16,96.31,3.79,4.1,1.13,0.03,0.69,7.98
2023-12-17,94.88,0.87,4.34,1.81,0.04,-2.03,6.25
2023-12-18,93.06,0.26,1.7,2.61,0.18,-1.24,3.96
2023-12-19,93.88,3.98,1.61,4.5,3.9,0.04,7.64
2023-12-20,94.81,6.38,3.64,3.89,0.93,2.93,9.73
2023-12-21,92.19,9.9,1.49,6.23,1.25,8.53,11.62
2023-12-22,89.69,9.19,2.28,5.78,0.77,6.52,11.77
2023-12-23,92.88,8.78,1.93,5.24,0.35,6.34,11.62
2023-12-24,90.31,10.16,2.07,6.41,0.54,8.58,11.73
2023-12-25,92.94,10.19,1.86,5.32,0.4,7.83,11.74
2023-12-26,92.19,9.48,1.9,3.3,0.82,8.33,11.23
2023-12-27,86.38,7.3,3.71,4.89,0.5,5.86,9.3
2023-12-28,91.94,8.87,2.27,5.3,0.18,7.32,11.33
2023-12-29,93.88,8.98,2.23,5.37,1.09,7.23,10.86
2023-12-30,93.69,8.26,2.94,4.69,0.43,6.75,10.86
2023-12-31,84.44,8.44,4.45,7.25,1.85,5.64,10.56
2024-01-01,89.44,6.86,3.91,5.48,4.36,4.35,9.75
2024-01-02,90.38,10.96,1.04,9.0,14.13,8.93,12.37
2024-01-03,86.06,10.15,2.75,7.84,6.52,8.7,11.91
2024-01-04,92.69,8.09,3.09,5.5,0.63,5.4,9.7
2024-01-05,87.5,6.45,5.27,3.92,0.18,2.88,9.22
2024-01-06,91.94,3.98,2.51,3.14,0.27,1.98,7.08
2024-01-07,88.31,1.37,1.5,4.03,0.16,-3.02,3.62
2024-01-08,87.25,-2.88,2.18,3.91,0.44,-5.01,-0.45
2024-01-09,82.62,-2.45,2.83,3.3,0.67,-3.28,-1.56
2024-01-10,91.0,-1.61,3.68,2.19,0.07,-2.87,0.97
